x,y,labels
16.572376652341838,6.089545813302719,1.0
16.148071587880104,4.496663557437039,1.0
16.702932056791596,3.5495443782736604,1.0
17.97584725017679,3.5064935064935066,1.0
19.0202904857749,4.453612685656884,1.0
18.07376380351411,4.625816172777499,1.0
22.675841810368276,13.40819401592882,1.0
22.675841810368276,16.163449809858648,1.0
24.07931240820323,16.163449809858648,1.0
23.03486917260512,14.785821912893734,1.0
22.74111951259315,11.729210016502833,1.0
23.557090790404175,13.62344837482959,1.0
23.948757003753464,17.928535552844945,1.0
25.67861611271283,19.8227739111717,1.0
15.462655714518847,2.5593743273301284,1.0
17.453625632377737,3.291239147592739,1.0
19.934178316923244,5.0993757623591875,1.0
21.43556546809552,6.390901915763795,1.0
22.316814448131424,8.112936786969936,1.0
22.675841810368276,9.060055966133314,1.0
23.39389653484197,10.609887350218841,1.0
23.78556274819126,12.15971873430437,1.0
24.666811728227167,14.48446581043266,1.0
24.895283686014253,16.249551553418957,1.0
24.046673557090784,15.173279758915118,1.0
22.316814448131424,12.461074836765444,1.0
20.032094870260565,12.54717658032575,1.0
19.31404014578687,13.1498887852479,1.0
18.00848610128923,11.901413503623449,1.0
19.9015394658108,10.007175145296692,1.0
19.281401294674424,10.997345196240223,1.0
22.806397214818034,10.093276888856998,1.0
17.257792525703096,10.739039965559302,1.0
21.566120872545284,12.54717658032575,1.0
23.165424577054885,12.805481811006672,1.0
24.47097862155252,13.235990528808209,1.0
23.655007343741495,14.914974528234197,1.0
22.480008703693628,14.183109707971585,1.0
23.32861883261709,16.981416373681565,1.0
25.091116792688894,17.498026835043408,1.0
22.610564108143393,10.739039965559302,1.0
20.75014959473426,14.053957092631126,1.0
21.566120872545284,7.768529812728708,1.0
24.895283686014253,18.35904427064648,1.0
18.922373932437573,5.185477505919495,1.0
22.28417559701898,10.007175145296692,1.0
25.156394494913776,15.517686733156346,1.0
27.898057988358808,23.22379278180383,1.0
7.890442256432573,8.801750735452393,2.0
9.652940216504378,10.48073473487838,2.0
11.905020943262796,12.676329195666213,2.0
13.406408094435074,14.48446581043266,2.0
14.646684436707828,15.905144579177726,2.0
16.115432736767666,17.799382937504483,2.0
16.670293205679158,19.30616344980986,2.0
17.780014143502143,21.20040180813661,2.0
18.987651634662456,22.405826217980913,2.0
18.987651634662456,25.031929396570277,2.0
16.83348746124136,26.28040467819473,2.0
15.20154490561932,26.581760780655806,2.0
13.373769243322633,26.581760780655806,2.0
10.403633792090517,26.02209944751381,2.0
8.412663874231626,25.247183755471045,2.0
7.6946091497579285,23.48209801248475,2.0
7.270304085296196,22.01836837195953,2.0
7.04183212750911,20.640740474994615,2.0
6.780721318609585,18.746502116667862,2.0
6.4543328074851765,16.593958527660185,2.0
6.4543328074851765,14.871923656454044,2.0
6.584888211934938,13.106837913467746,2.0
6.845999020834466,10.868192580899763,2.0
8.575858129793831,12.116667862524217,2.0
9.979328727628786,13.322092272368515,2.0
11.77446553881303,15.259381502475424,2.0
13.145297285535547,16.723111143000644,2.0
14.287657074470976,18.6173495013274,2.0
15.462655714518847,20.855994833895384,2.0
17.12723712125333,22.233622730860297,2.0
16.898765163466244,24.30006457630767,2.0
15.168906054506879,24.30006457630767,2.0
12.982103029973343,24.127861089187054,2.0
10.730022303214925,23.998708473846595,2.0
9.32655170537997,23.525148884264905,2.0
8.90224664091824,21.717012269498454,2.0
8.706413534243593,19.95192652651216,2.0
8.314747320894304,17.799382937504483,2.0
8.020997660882337,15.94819545095788,2.0
7.923081107545013,14.140058836191432,2.0
9.587662514279497,14.914974528234197,2.0
10.827938856552247,16.335653296979263,2.0
12.133492901049882,17.928535552844945,2.0
13.177936136647988,19.56446868049078,2.0
14.124462818908773,20.769893090335078,2.0
14.973072947832234,22.62108057688168,2.0
13.798074307784363,22.793284064002293,2.0
12.166131752162324,22.707182320441987,2.0
10.50155034542784,22.104470115519838,2.0
10.077245280966109,20.210231757193082,2.0
9.7508567698417,18.789552988448015,2.0
9.587662514279497,16.981416373681565,2.0
10.958494261002011,18.35904427064648,2.0
11.839743241037914,19.47836693693047,2.0
13.341130392210191,21.243452679916768,2.0
12.623075667736495,21.372605295257227,2.0
11.513354729913507,21.458707038817533,2.0
11.154327367676656,20.296333500753388,2.0
11.709187836588152,20.511587859654156,2.0
12.753631072186257,20.55463873143431,2.0
12.557797965511613,19.34921432159001,2.0
7.433498340858401,24.773624165889355,2.0
6.127944296360768,24.041759345626748,2.0
5.899472338573682,21.50175791059769,2.0
5.866833487461241,19.392265193370164,2.0
10.762661154327366,20.985147449235846,2.0
10.632105749877603,19.69362129583124,2.0
11.382799325463742,19.177010834469396,2.0
11.415438176576183,17.15361986080218,2.0
10.273078387640753,17.971586424625098,2.0
11.872382092150355,18.746502116667862,2.0
12.786269923298699,18.703451244887706,2.0
13.798074307784363,20.038028270072466,2.0
12.035576347712558,21.6739613977183,2.0
13.895990861121687,21.587859654157995,2.0
14.875156394494914,20.511587859654156,2.0
12.198770603274765,19.95192652651216,2.0
13.504324647772398,18.746502116667862,2.0
12.851547625523581,17.88548468106479,2.0
12.133492901049882,16.809212886560953,2.0
10.338356089865636,17.024467245461718,2.0
10.044606429853667,15.775991963837267,2.0
12.688353369961375,22.664131448661834,2.0
9.848773323179023,21.329554423477074,2.0
9.032802045368001,18.83260386022817,2.0
8.804330087580917,16.07734806629834,2.0
14.189740521133656,17.842433809284636,2.0
15.103628352281996,19.779723039391545,2.0
14.581406734482945,21.76006314127861,2.0
15.59321111896861,21.975317500179376,2.0
11.121688516564216,22.75023319222214,2.0
10.664744600990044,15.259381502475424,2.0
12.590436816624054,15.991246322738036,2.0
13.569602349997277,17.75633206572433,2.0
14.483490181145621,19.736672167611392,2.0
15.984877332317902,21.20040180813661,2.0
15.756405374530816,22.75023319222214,2.0
9.881412174291464,22.319724474420607,2.0
9.457107109829733,19.779723039391545,2.0
4.430724038513844,6.2186984286431795,2.0
